Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	XL_1 Spectral Count	XL_2 Spectral Count	XL_3 Spectral Count	nonXL_1 Spectral Count	nonXL_2 Spectral Count	nonXL_3 Spectral Count	XL_1 Unique Spectral Count	XL_2 Unique Spectral Count	XL_3 Unique Spectral Count	nonXL_1 Unique Spectral Count	nonXL_2 Unique Spectral Count	nonXL_3 Unique Spectral Count	XL_1 Total Spectral Count	XL_2 Total Spectral Count	XL_3 Total Spectral Count	nonXL_1 Total Spectral Count	nonXL_2 Total Spectral Count	nonXL_3 Total Spectral Count	XL_1 Intensity	XL_2 Intensity	XL_3 Intensity	nonXL_1 Intensity	nonXL_2 Intensity	nonXL_3 Intensity	XL_1 MaxLFQ Intensity	XL_2 MaxLFQ Intensity	XL_3 MaxLFQ Intensity	nonXL_1 MaxLFQ Intensity	nonXL_2 MaxLFQ Intensity	nonXL_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q8TF72|SHRM3_HUMAN	Q8TF72	SHRM3_HUMAN	SHROOM3	1996	Homo sapiens	1:Experimental evidence at protein level	Protein Shroom3	0.9973	0.9981	2	9	9	9	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	2	2	1	5601042.5	6016139.0	5549420.0	8552333.0	1.2820573E7	1.113226E7	0.0	0.0	0.0	4681392.0	6859930.5	6093952.0	
sp|Q8WTS6|SETD7_HUMAN	Q8WTS6	SETD7_HUMAN	SETD7	366	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase SETD7	0.9996	0.9986	2	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	8117388.0	0.0	7773358.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WTT2|NOC3L_HUMAN	Q8WTT2	NOC3L_HUMAN	NOC3L	800	Homo sapiens	1:Experimental evidence at protein level	Nucleolar complex protein 3 homolog	0.9984	0.9974	2	3	3	3	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0.0	0.0	0.0	4680171.0	5447380.0	5784541.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WU90|ZC3HF_HUMAN	Q8WU90	ZC3HF_HUMAN	ZC3H15	426	Homo sapiens	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 15	0.9978	0.9939	2	6	6	6	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	0.0	0.0	2340154.2	6270844.5	6385556.5	6195218.5	0.0	0.0	0.0	4970776.0	0.0	5410542.5	
sp|Q8WUF5|IASPP_HUMAN	Q8WUF5	IASPP_HUMAN	PPP1R13L	828	Homo sapiens	1:Experimental evidence at protein level	RelA-associated inhibitor	0.7863	0.9932	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WUM0|NU133_HUMAN	Q8WUM0	NU133_HUMAN	NUP133	1156	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup133	1.0	0.9989	10	19	19	19	0	0	0	6	8	5	0	0	0	6	8	5	0	0	0	6	8	5	0.0	0.0	0.0	1.8463134E7	3.1370172E7	2.4879804E7	0.0	0.0	0.0	9047649.0	1.012889E7	1.0908987E7	
sp|Q8WUM4|PDC6I_HUMAN	Q8WUM4	PDC6I_HUMAN	PDCD6IP	868	Homo sapiens	1:Experimental evidence at protein level	Programmed cell death 6-interacting protein	1.0	0.999	36	116	116	116	8	6	5	32	35	30	8	6	5	32	35	30	8	6	5	32	35	30	3.3450638E7	3.500328E7	3.287236E7	4.77225088E8	4.7353696E8	5.3896096E8	5506593.5	5680755.0	5029263.0	3.8794368E7	4.0889192E7	4.0652204E7	
sp|Q8WVM0|TFB1M_HUMAN	Q8WVM0	TFB1M_HUMAN	TFB1M	346	Homo sapiens	1:Experimental evidence at protein level	Dimethyladenosine transferase 1, mitochondrial	0.9995	0.9985	2	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	1.1011295E7	1.0645115E7	1.5976436E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WVM8|SCFD1_HUMAN	Q8WVM8	SCFD1_HUMAN	SCFD1	642	Homo sapiens	1:Experimental evidence at protein level	Sec1 family domain-containing protein 1	1.0	0.9989	6	10	10	10	1	0	0	3	3	3	1	0	0	3	3	3	1	0	0	3	3	3	972288.94	445961.7	824877.5	2.8401928E7	2.6689996E7	2.3453276E7	1008643.6	0.0	652072.9	5666017.5	4826665.0	5435365.5	
sp|Q8WVS4|DC2I1_HUMAN	Q8WVS4	DC2I1_HUMAN	DYNC2I1	1066	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic dynein 2 intermediate chain 1	0.9651	0.9928	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WVX9|FACR1_HUMAN	Q8WVX9	FACR1_HUMAN	FAR1	515	Homo sapiens	1:Experimental evidence at protein level	Fatty acyl-CoA reductase 1	1.0	0.999	11	26	26	26	0	0	1	8	7	10	0	0	1	8	7	10	0	0	1	8	7	10	0.0	0.0	2464622.0	5.3977336E7	7.2904576E7	9.2727064E7	0.0	0.0	0.0	1.3871654E7	1.4417504E7	1.4648223E7	
sp|Q8WVY7|UBCP1_HUMAN	Q8WVY7	UBCP1_HUMAN	UBLCP1	318	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like domain-containing CTD phosphatase 1	1.0	0.999	20	112	112	112	25	25	28	13	8	13	25	25	28	13	8	13	25	25	28	13	8	13	5.28997728E8	5.01825088E8	5.12323744E8	3.096824E8	2.93778752E8	3.34966464E8	6.745204E7	6.8504616E7	6.7541744E7	4.6470508E7	4.6837292E7	4.7182276E7	
sp|Q8WW12|PCNP_HUMAN	Q8WW12	PCNP_HUMAN	PCNP	178	Homo sapiens	1:Experimental evidence at protein level	PEST proteolytic signal-containing nuclear protein	0.6939	0.989	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WWC4|MAIP1_HUMAN	Q8WWC4	MAIP1_HUMAN	MAIP1	291	Homo sapiens	1:Experimental evidence at protein level	m-AAA protease-interacting protein 1, mitochondrial	1.0	0.999	6	18	18	18	0	0	0	7	5	6	0	0	0	7	5	6	0	0	0	7	5	6	542005.0	552501.56	1897860.5	4.4748084E7	3.3513608E7	4.5376932E7	0.0	0.0	1082308.4	1.1322494E7	1.1658967E7	1.2328121E7	
sp|Q8WWH5|TRUB1_HUMAN	Q8WWH5	TRUB1_HUMAN	TRUB1	349	Homo sapiens	1:Experimental evidence at protein level	Pseudouridylate synthase TRUB1	0.988	0.9972	2	3	3	3	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0.0	0.0	0.0	0.0	2021973.2	3815196.2	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WWM7|ATX2L_HUMAN	Q8WWM7	ATX2L_HUMAN	ATXN2L	1075	Homo sapiens	1:Experimental evidence at protein level	Ataxin-2-like protein	1.0	0.9983	5	13	13	13	0	1	0	5	5	2	0	1	0	5	5	2	0	1	0	5	5	2	1765045.8	4212381.5	4152259.5	2.6942834E7	2.1271858E7	1.874788E7	1235052.4	1818779.4	1639661.5	7312049.0	6966459.5	7044785.0	
sp|Q8WWY3|PRP31_HUMAN	Q8WWY3	PRP31_HUMAN	PRPF31	499	Homo sapiens	1:Experimental evidence at protein level	U4/U6 small nuclear ribonucleoprotein Prp31	1.0	0.9983	5	9	9	9	0	0	0	3	3	3	0	0	0	3	3	3	0	0	0	3	3	3	1535675.0	994349.25	1904353.0	1.5630965E7	2.22078E7	1.0929118E7	1025170.3	0.0	1283445.5	6805363.5	7323682.0	7174101.0	
sp|Q8WX93|PALLD_HUMAN	Q8WX93	PALLD_HUMAN	PALLD	1383	Homo sapiens	1:Experimental evidence at protein level	Palladin	1.0	0.9989	6	14	13	14	5	4	2	1	1	1	4	4	2	1	1	1	5	4	2	1	1	1	1.7740246E7	1.758084E7	1.475585E7	4259328.0	4645163.0	5758527.5	3880582.8	3875969.5	3837799.5	0.0	0.0	6384460.0	
sp|Q8WXE1|ATRIP_HUMAN	Q8WXE1	ATRIP_HUMAN	ATRIP	791	Homo sapiens	1:Experimental evidence at protein level	ATR-interacting protein	0.8417	0.9953	1	18	18	18	3	4	3	3	2	3	3	4	3	3	2	3	3	4	3	3	2	3	5.5399142E8	5.54208E8	5.6572006E8	1.2299977E9	1.21980762E9	1.33222195E9	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WXH0|SYNE2_HUMAN	Q8WXH0	SYNE2_HUMAN	SYNE2	6885	Homo sapiens	1:Experimental evidence at protein level	Nesprin-2	1.0	0.9979	6	11	11	11	0	0	0	3	5	3	0	0	0	3	5	3	0	0	0	3	5	3	0.0	0.0	0.0	4.9527628E7	1.81177568E8	3.7107188E7	0.0	0.0	0.0	5.2121488E7	4.962804E7	4.514512E7	
sp|Q8WXX5|DNJC9_HUMAN	Q8WXX5	DNJC9_HUMAN	DNAJC9	260	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 9	1.0	0.9987	3	6	6	6	0	0	1	1	2	2	0	0	1	1	2	2	0	0	1	1	2	2	3454026.5	1805079.5	2130273.0	1.2108179E7	9333946.0	1.393758E7	0.0	1693558.2	2061841.2	6446367.5	6158135.5	6011868.5	
sp|Q92485|ASM3B_HUMAN	Q92485	ASM3B_HUMAN	SMPDL3B	455	Homo sapiens	1:Experimental evidence at protein level	Acid sphingomyelinase-like phosphodiesterase 3b	0.9997	0.9989	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1659568.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92499|DDX1_HUMAN	Q92499	DDX1_HUMAN	DDX1	740	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX1	1.0	0.9989	16	39	39	39	3	4	5	10	7	10	3	4	5	10	7	10	3	4	5	10	7	10	1.988248E7	2.0715708E7	1.819638E7	8.0448912E7	5.3131744E7	6.3395546E8	9924310.0	9556985.0	1.1775817E7	2.5747316E7	2.3286124E7	2.6130638E7	
sp|Q92504|S39A7_HUMAN	Q92504	S39A7_HUMAN	SLC39A7	469	Homo sapiens	1:Experimental evidence at protein level	Zinc transporter SLC39A7	0.9455	0.9985	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	670660.94	0.0	658183.0	1.1488171E7	1.1922407E7	1.103416E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92520|FAM3C_HUMAN	Q92520	FAM3C_HUMAN	FAM3C	227	Homo sapiens	1:Experimental evidence at protein level	Protein FAM3C	1.0	0.999	4	10	10	10	0	0	0	4	3	3	0	0	0	4	3	3	0	0	0	4	3	3	0.0	433631.9	0.0	1.897974E7	1.7785444E7	2.214704E7	0.0	0.0	0.0	7298231.0	6696627.0	8314893.5	
sp|Q92522|H1X_HUMAN	Q92522	H1X_HUMAN	H1-10	213	Homo sapiens	1:Experimental evidence at protein level	Histone H1.10	1.0	0.999	7	21	21	21	2	1	1	5	6	6	2	1	1	5	6	6	2	1	1	5	6	6	1.2856747E7	1.3596794E7	1.203115E7	5.7139436E7	5.4690696E7	6.130112E7	4171531.5	4560052.0	4210326.5	2.037196E7	2.0366462E7	2.0425828E7	
sp|Q92530|PSMF1_HUMAN	Q92530	PSMF1_HUMAN	PSMF1	271	Homo sapiens	1:Experimental evidence at protein level	Proteasome inhibitor PI31 subunit	1.0	0.999	7	46	46	46	7	7	4	10	8	10	7	7	4	10	8	10	7	7	4	10	8	10	5.023058E7	4.7357684E7	9.0400192E7	2.9972832E8	3.09677728E8	3.06109408E8	2.909485E7	2.9900964E7	3.0820396E7	1.32122904E8	1.25044464E8	1.24647008E8	
sp|Q92538|GBF1_HUMAN	Q92538	GBF1_HUMAN	GBF1	1859	Homo sapiens	1:Experimental evidence at protein level	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	0.9999	0.9978	4	4	4	4	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	0.0	0.0	0.0	6455121.0	3773540.5	9799560.0	0.0	0.0	0.0	5679530.5	0.0	4575788.0	
sp|Q92552|RT27_HUMAN	Q92552	RT27_HUMAN	MRPS27	414	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein mS27	1.0	0.9986	7	13	13	13	0	0	0	6	4	3	0	0	0	6	4	3	0	0	0	6	4	3	2406113.0	2847421.0	1162609.2	2.153815E7	1.9284488E7	1.9816592E7	1583712.9	1820785.6	0.0	7187334.0	6523988.0	6793647.0	
sp|Q92572|AP3S1_HUMAN	Q92572	AP3S1_HUMAN	AP3S1	193	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit sigma-1	0.9995	0.9987	2	6	6	6	1	1	1	1	0	2	1	1	1	1	0	2	1	1	1	1	0	2	3543468.8	3068577.2	3838234.0	1.106982E7	9270460.0	9706912.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92597|NDRG1_HUMAN	Q92597	NDRG1_HUMAN	NDRG1	394	Homo sapiens	1:Experimental evidence at protein level	Protein NDRG1	1.0	0.999	7	16	16	16	0	0	0	6	5	5	0	0	0	6	5	5	0	0	0	6	5	5	0.0	998165.06	0.0	6.3736256E7	5.930156E7	4.4386296E7	0.0	0.0	0.0	2.0042936E7	2.4686394E7	2.2176104E7	
sp|Q92598|HS105_HUMAN	Q92598	HS105_HUMAN	HSPH1	858	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein 105 kDa	1.0	0.999	34	105	97	118	7	4	9	26	30	29	7	4	7	24	28	27	9	6	10	28	33	32	4.6760204E7	5.2325052E7	5.3946072E7	6.0516224E8	7.4488109E8	6.6653517E8	6223512.5	6324106.5	7172040.5	6.6637948E7	7.053264E7	7.0063632E7	
sp|Q92614|MY18A_HUMAN	Q92614	MY18A_HUMAN	MYO18A	2054	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-XVIIIa	1.0	0.999	127	533	533	533	0	0	0	183	179	171	0	0	0	183	179	171	0	0	0	183	179	171	0.0	0.0	0.0	1.34232525E10	1.32806062E10	1.36960399E10	0.0	0.0	0.0	5.3802534E8	5.4096211E8	5.4009971E8	
sp|Q92616|GCN1_HUMAN	Q92616	GCN1_HUMAN	GCN1	2671	Homo sapiens	1:Experimental evidence at protein level	Stalled ribosome sensor GCN1	1.0	0.999	78	185	185	185	3	2	3	58	56	63	3	2	3	58	56	63	3	2	3	58	56	63	2.5488442E7	3.8801992E7	2.514818E7	6.4646752E8	5.636848E8	6.1503328E8	6140691.5	6295401.5	6164037.5	4.3380168E7	4.1254552E7	4.5247244E7	
sp|Q92620|PRP16_HUMAN	Q92620	PRP16_HUMAN	DHX38	1227	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	0.9995	0.9988	3	3	2	3	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	1	0	2	0.0	0.0	0.0	3746421.2	2645156.0	3432315.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92621|NU205_HUMAN	Q92621	NU205_HUMAN	NUP205	2012	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup205	1.0	0.999	10	20	20	20	0	0	0	9	5	6	0	0	0	9	5	6	0	0	0	9	5	6	0.0	0.0	0.0	4.5943156E7	4.9182956E7	3.8864472E7	0.0	0.0	0.0	9861325.0	9803666.0	9120089.0	
sp|Q92688|AN32B_HUMAN	Q92688	AN32B_HUMAN	ANP32B	251	Homo sapiens	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1.0	0.999	8	20	20	30	1	1	2	6	5	5	1	1	2	6	5	5	1	1	2	9	9	8	1.9800746E7	2.3225908E7	1.843063E7	2.88276E8	2.75718688E8	2.64032912E8	7249646.0	8022136.0	8318902.5	9.9508424E7	1.05626112E8	1.04565608E8	
sp|Q92696|PGTA_HUMAN	Q92696	PGTA_HUMAN	RABGGTA	567	Homo sapiens	1:Experimental evidence at protein level	Geranylgeranyl transferase type-2 subunit alpha	1.0	0.999	41	166	166	166	0	0	0	56	57	53	0	0	0	56	57	53	0	0	0	56	57	53	0.0	0.0	0.0	7.6695711E9	7.8117821E9	7.8343142E9	0.0	0.0	0.0	3.7207584E8	3.66506656E8	3.71427744E8	
sp|Q92734|TFG_HUMAN	Q92734	TFG_HUMAN	TFG	400	Homo sapiens	1:Experimental evidence at protein level	Protein TFG	1.0	0.999	10	31	31	31	2	1	2	7	10	9	2	1	2	7	10	9	2	1	2	7	10	9	8994019.0	8328281.5	8944626.0	2.32830752E8	2.64228112E8	1.84371168E8	4204998.5	4803460.0	3937462.0	5.5079276E7	6.0605936E7	5.5064164E7	
sp|Q92747|ARC1A_HUMAN	Q92747	ARC1A_HUMAN	ARPC1A	370	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1A	0.9733	0.9901	3	4	4	8	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	2	4	2	0.0	0.0	263727.2	2946803.2	4859759.5	3687464.0	0.0	0.0	0.0	0.0	2748847.8	2103044.8	
sp|Q92769|HDAC2_HUMAN	Q92769	HDAC2_HUMAN	HDAC2	488	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase 2	1.0	0.999	9	32	20	32	2	2	2	10	7	9	1	1	1	7	5	5	2	2	2	10	7	9	7632909.0	1.7616614E7	6407265.0	1.48812848E8	1.42889728E8	1.4487968E8	6255209.5	7806170.0	7116393.0	3.3015254E7	3.5238012E7	3.7750632E7	
sp|Q92797|SYMPK_HUMAN	Q92797	SYMPK_HUMAN	SYMPK	1274	Homo sapiens	1:Experimental evidence at protein level	Symplekin	0.9987	0.9896	3	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	943258.4	5130398.0	845728.25	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92804|RBP56_HUMAN	Q92804	RBP56_HUMAN	TAF15	592	Homo sapiens	1:Experimental evidence at protein level	TATA-binding protein-associated factor 2N	0.9983	0.999	3	15	3	15	3	3	2	2	3	2	1	1	1	0	0	0	3	3	2	2	3	2	1.711915E7	1.9143882E7	1.975994E7	1.6854994E7	1.5812274E7	1.98663E7	9764085.0	1.087501E7	1.1225222E7	1.0841612E7	9363449.0	1.0602468E7	
sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	GGH	318	Homo sapiens	1:Experimental evidence at protein level	Gamma-glutamyl hydrolase	1.0	0.9985	4	12	12	12	1	0	1	4	3	3	1	0	1	4	3	3	1	0	1	4	3	3	761482.25	679259.2	0.0	1.8697042E7	2.791004E7	2.781664E7	0.0	0.0	0.0	8494584.0	7805798.0	8381895.0	
sp|Q92841|DDX17_HUMAN	Q92841	DDX17_HUMAN	DDX17	729	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX17	1.0	0.999	21	39	39	79	2	0	1	14	10	12	2	0	1	14	10	12	8	6	7	22	17	19	9747155.0	8771806.0	9218680.0	1.47080032E8	1.55543584E8	1.50925792E8	3276293.8	2906156.2	3045051.8	1.9136244E7	2.050449E7	1.926588E7	
sp|Q92878|RAD50_HUMAN	Q92878	RAD50_HUMAN	RAD50	1312	Homo sapiens	1:Experimental evidence at protein level	DNA repair protein RAD50	1.0	0.9986	14	25	25	25	0	0	0	7	9	9	0	0	0	7	9	9	0	0	0	7	9	9	284707.2	296211.94	0.0	3.9991016E7	4.1332728E7	4.1201516E7	0.0	0.0	0.0	6708762.5	7776734.0	6563914.0	
sp|Q92879|CELF1_HUMAN	Q92879	CELF1_HUMAN	CELF1	486	Homo sapiens	1:Experimental evidence at protein level	CUGBP Elav-like family member 1	1.0	0.9988	7	16	15	16	0	0	0	5	6	5	0	0	0	5	5	5	0	0	0	5	6	5	945780.4	740570.4	1101462.8	3.0872944E7	2.5663646E7	3.0802136E7	0.0	0.0	0.0	1.077131E7	8365869.0	9556346.0	
sp|Q92890|UFD1_HUMAN	Q92890	UFD1_HUMAN	UFD1	307	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin recognition factor in ER-associated degradation protein 1	1.0	0.999	8	24	24	24	6	5	5	3	2	3	6	5	5	3	2	3	6	5	5	3	2	3	2.7433084E7	3.2674692E7	4.2223796E7	4.0909284E7	1.9823462E7	2.6287086E7	4950444.5	6137994.5	6405664.0	4.541668E7	0.0	1.7926406E7	
sp|Q92896|GSLG1_HUMAN	Q92896	GSLG1_HUMAN	GLG1	1179	Homo sapiens	1:Experimental evidence at protein level	Golgi apparatus protein 1	1.0	0.999	27	63	63	63	0	0	0	25	21	17	0	0	0	25	21	17	0	0	0	25	21	17	3.0394564E7	3.1295052E7	3.2481338E7	2.0081048E8	1.94843472E8	2.03838656E8	2.5739334E7	1.2479915E7	2.7981086E7	2.37062E7	2.5986612E7	4.7246612E7	
sp|Q92900|RENT1_HUMAN	Q92900	RENT1_HUMAN	UPF1	1129	Homo sapiens	1:Experimental evidence at protein level	Regulator of nonsense transcripts 1	1.0	0.999	23	54	54	54	1	1	1	13	17	21	1	1	1	13	17	21	1	1	1	13	17	21	3002498.5	5667850.0	8519755.0	1.57733008E8	1.36051776E8	1.70049328E8	1330042.5	3010554.0	3264416.5	1.893312E7	1.5618511E7	1.6946944E7	
sp|Q92905|CSN5_HUMAN	Q92905	CSN5_HUMAN	COPS5	334	Homo sapiens	1:Experimental evidence at protein level	COP9 signalosome complex subunit 5	0.9999	0.9988	3	6	6	6	0	0	0	2	1	3	0	0	0	2	1	3	0	0	0	2	1	3	2026691.2	3737331.8	1864825.0	1.5549222E7	1.8260142E7	1.5997172E7	0.0	0.0	0.0	8386702.5	9741565.0	8634859.0	
sp|Q92945|FUBP2_HUMAN	Q92945	FUBP2_HUMAN	KHSRP	711	Homo sapiens	1:Experimental evidence at protein level	Far upstream element-binding protein 2	1.0	0.9988	9	31	22	31	4	8	5	5	5	4	4	7	4	2	2	3	4	8	5	5	5	4	2.042438E7	2.612134E7	2.6236292E7	1.5089364E7	1.8304432E7	1.5865475E7	4556471.0	4453814.0	5205145.5	5413788.0	4943883.0	4887534.0	
sp|Q92973|TNPO1_HUMAN	Q92973	TNPO1_HUMAN	TNPO1	898	Homo sapiens	1:Experimental evidence at protein level	Transportin-1	1.0	0.999	18	45	31	45	0	1	0	13	16	15	0	0	0	10	11	10	0	1	0	13	16	15	1695757.0	6072293.0	3696990.2	9.8884672E7	1.10102856E8	1.48689808E8	1890147.6	1969908.4	2393730.0	1.189841E7	1.154177E7	1.2415899E7	
sp|Q92974|ARHG2_HUMAN	Q92974	ARHG2_HUMAN	ARHGEF2	986	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 2	0.7973	0.9936	1	3	3	3	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0.0	0.0	0.0	2335261.5	1574650.2	2326904.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92979|NEP1_HUMAN	Q92979	NEP1_HUMAN	EMG1	244	Homo sapiens	1:Experimental evidence at protein level	Ribosomal RNA small subunit methyltransferase NEP1	1.0	0.999	6	12	12	12	1	1	1	2	4	3	1	1	1	2	4	3	1	1	1	2	4	3	3354491.5	3376531.5	3944010.5	1.7340136E7	4.1599752E7	3.7626652E7	0.0	0.0	0.0	1.3414344E7	1.4469038E7	1.4362179E7	
sp|Q93009|UBP7_HUMAN	Q93009	UBP7_HUMAN	USP7	1102	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 7	1.0	0.9989	4	6	6	6	2	1	2	0	1	0	2	1	2	0	1	0	2	1	2	0	1	0	3634058.8	3054506.0	4157700.5	0.0	2944740.0	0.0	2478504.8	0.0	2157551.8	0.0	0.0	0.0	
sp|Q93034|CUL5_HUMAN	Q93034	CUL5_HUMAN	CUL5	780	Homo sapiens	1:Experimental evidence at protein level	Cullin-5	1.0	0.9989	12	24	24	24	0	0	0	7	8	9	0	0	0	7	8	9	0	0	0	7	8	9	1994358.5	1258321.6	2420269.0	2.305852E7	4.6592952E7	2.4125352E7	1345482.0	0.0	1593794.2	5978829.0	8749129.0	7268882.0	
sp|Q93050|VPP1_HUMAN	Q93050	VPP1_HUMAN	ATP6V0A1	837	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase 116 kDa subunit a 1	1.0	0.999	12	30	30	30	0	0	0	8	11	11	0	0	0	8	11	11	0	0	0	8	11	11	0.0	0.0	0.0	8.6816248E7	1.2010408E8	7.4100136E7	0.0	0.0	0.0	1.8864634E7	1.9275952E7	1.7507862E7	
sp|Q969H8|MYDGF_HUMAN	Q969H8	MYDGF_HUMAN	MYDGF	173	Homo sapiens	1:Experimental evidence at protein level	Myeloid-derived growth factor	0.7522	0.9918	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	4771325.0	0.0	6244633.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969Q0|RL36L_HUMAN	Q969Q0	RL36L_HUMAN	RPL36AL	106	Homo sapiens	1:Experimental evidence at protein level	Ribosomal protein eL42-like	1.0	0.9987	6	9	9	33	1	1	1	2	2	2	1	1	1	2	2	2	6	5	4	6	7	5	7612152.0	8491668.0	9630702.0	1.36121328E8	1.2317028E8	1.28740664E8	5737911.0	6523105.5	0.0	1.61274848E8	1.34923664E8	1.41674848E8	
sp|Q969S3|ZN622_HUMAN	Q969S3	ZN622_HUMAN	ZNF622	477	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic 60S subunit biogenesis factor ZNF622	1.0	0.999	10	22	22	22	0	0	0	8	8	6	0	0	0	8	8	6	0	0	0	8	8	6	1063219.4	0.0	878754.06	6.3627644E7	8.6810984E7	7.4843672E7	0.0	0.0	0.0	1.804528E7	1.7261232E7	1.7848248E7	
sp|Q969T9|WBP2_HUMAN	Q969T9	WBP2_HUMAN	WBP2	261	Homo sapiens	1:Experimental evidence at protein level	WW domain-binding protein 2	0.8329	0.995	1	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969U7|PSMG2_HUMAN	Q969U7	PSMG2_HUMAN	PSMG2	264	Homo sapiens	1:Experimental evidence at protein level	Proteasome assembly chaperone 2	1.0	0.999	12	49	49	49	6	5	6	9	12	11	6	5	6	9	12	11	6	5	6	9	12	11	6.7458608E7	6.1805588E7	5.844346E7	4.72933056E8	4.51542592E8	4.27420736E8	1.655083E7	1.6039818E7	1.5250941E7	1.1195852E8	1.06883128E8	1.02836464E8	
sp|Q969V3|NCLN_HUMAN	Q969V3	NCLN_HUMAN	NCLN	563	Homo sapiens	1:Experimental evidence at protein level	BOS complex subunit NCLN	0.9914	0.9964	2	2	2	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0.0	0.0	0.0	1429196.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
